date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2021-09-29,Q4,H100824,Villa,Resale,1974,486542,4.05,8,206,2361.85,108 Sample Street,16533,Copenhagen,Rural,Syddanmark,4.94,2.19,0.13
2012-04-26,Q2,H100825,Townhouse,New Sale,1986,327068,2.85,7,162,2018.94,219 Sample Street,59395,Aarhus,Rural,Hovedstaden,1.31,2.59,0.16
2017-07-25,Q4,H100826,Condo,New Sale,1950,687431,-1.2,6,51,13479.04,443 Sample Street,33396,Aalborg,Rural,Syddanmark,3.95,2.15,0.12
2013-02-15,Q2,H100827,Condo,Resale,1964,422397,2.06,4,298,1417.44,830 Sample Street,22755,Copenhagen,Urban,Syddanmark,2.02,2.94,0.42
2014-12-16,Q3,H100828,Townhouse,Resale,1986,412441,2.38,7,190,2170.74,315 Sample Street,10865,Odense,Suburban,Nordjylland,1.29,2.02,0.79
2011-12-25,Q2,H100829,Condo,Resale,1962,837301,-2.07,9,136,6156.62,177 Sample Street,21173,Odense,Urban,Midtjylland,2.4,1.21,0.74
2010-08-13,Q1,H100830,Condo,Resale,1957,933520,4.78,7,264,3536.06,228 Sample Street,68905,Odense,Suburban,Hovedstaden,4.07,1.25,2.96
2022-09-02,Q2,H100831,Villa,New Sale,1954,837446,6.71,1,47,17818.0,703 Sample Street,48097,Aalborg,Urban,Midtjylland,2.59,0.52,0.99
2021-07-10,Q3,H100832,Apartment,New Sale,2009,584391,6.87,9,271,2156.42,983 Sample Street,43371,Odense,Suburban,Syddanmark,2.92,1.55,0.47
2022-09-29,Q2,H100833,Apartment,New Sale,2022,525738,4.04,4,146,3600.95,672 Sample Street,21254,Odense,Urban,Syddanmark,4.98,3.12,1.68
2015-08-11,Q1,H100834,Apartment,Resale,1950,946749,2.67,3,173,5472.54,906 Sample Street,14018,Copenhagen,Rural,Midtjylland,2.3,3.28,2.59
2023-01-02,Q4,H100835,Apartment,Resale,1985,476674,-4.08,4,234,2037.07,267 Sample Street,15192,Copenhagen,Urban,Midtjylland,3.27,1.21,2.07
2022-02-02,Q2,H100836,Condo,Resale,1984,132409,-0.68,4,68,1947.19,870 Sample Street,12015,Odense,Urban,Nordjylland,2.14,3.86,0.96
2014-04-23,Q2,H100837,Townhouse,New Sale,2015,73248,-3.6,2,183,400.26,838 Sample Street,78916,Odense,Rural,Midtjylland,2.27,2.26,1.73
2015-01-03,Q1,H100838,Townhouse,Resale,2012,532376,9.46,1,205,2596.96,379 Sample Street,38343,Copenhagen,Rural,Midtjylland,3.63,3.71,2.17
2015-04-02,Q3,H100839,Villa,New Sale,1972,748876,-2.97,1,270,2773.61,489 Sample Street,79306,Aarhus,Suburban,Nordjylland,4.72,2.97,2.21
2021-08-05,Q3,H100840,Villa,Resale,1958,996565,-2.72,8,163,6113.9,702 Sample Street,15829,Aalborg,Suburban,Midtjylland,2.94,3.03,2.03
2015-07-20,Q3,H100841,Condo,New Sale,1983,729530,8.34,2,75,9727.07,687 Sample Street,44381,Aalborg,Suburban,Syddanmark,3.96,0.8,2.63
2020-04-02,Q4,H100842,Townhouse,New Sale,1995,58024,9.16,5,79,734.48,290 Sample Street,91081,Copenhagen,Urban,Midtjylland,0.9,1.27,2.62
2012-06-20,Q1,H100843,Townhouse,Resale,1953,525430,6.49,4,195,2694.51,996 Sample Street,28263,Aalborg,Suburban,Hovedstaden,1.45,0.53,1.78
2023-02-07,Q4,H100844,Apartment,Resale,1979,284864,-4.92,8,135,2110.1,357 Sample Street,63260,Copenhagen,Urban,Syddanmark,2.76,3.01,1.35
2015-08-02,Q4,H100845,Condo,New Sale,2021,922379,-4.98,2,245,3764.81,657 Sample Street,53306,Copenhagen,Urban,Nordjylland,0.59,1.71,1.96
2010-01-10,Q4,H100846,Condo,New Sale,1952,224875,0.67,9,175,1285.0,744 Sample Street,68418,Copenhagen,Suburban,Syddanmark,1.64,3.25,2.47
2010-09-18,Q3,H100847,Apartment,Resale,1963,986800,-2.85,7,101,9770.3,872 Sample Street,10148,Copenhagen,Suburban,Nordjylland,2.83,1.69,0.12
2014-08-01,Q2,H100848,Condo,Resale,2009,403973,-4.72,7,276,1463.67,950 Sample Street,11754,Aarhus,Urban,Hovedstaden,0.57,3.37,2.98
2016-01-29,Q4,H100849,Condo,New Sale,1994,929140,1.96,1,215,4321.58,204 Sample Street,36745,Odense,Rural,Hovedstaden,1.69,0.96,0.63
2015-08-23,Q1,H100850,Villa,Resale,1983,923096,9.15,2,99,9324.2,213 Sample Street,82914,Odense,Rural,Syddanmark,2.81,1.11,1.46
2020-03-02,Q1,H100851,Townhouse,New Sale,1994,461473,-0.14,4,179,2578.06,552 Sample Street,65833,Aarhus,Urban,Midtjylland,3.08,1.69,2.63
2014-06-08,Q3,H100852,Condo,New Sale,2010,193927,4.92,4,275,705.19,787 Sample Street,30140,Aalborg,Suburban,Syddanmark,4.67,1.93,0.75
2010-11-17,Q4,H100853,Villa,Resale,1965,135178,4.78,3,291,464.53,323 Sample Street,84907,Aalborg,Urban,Syddanmark,3.4,1.72,1.48
2013-09-04,Q3,H100854,Townhouse,Resale,2015,937553,-1.23,7,55,17046.42,594 Sample Street,70653,Odense,Urban,Hovedstaden,2.37,3.17,0.48
2016-07-04,Q2,H100855,Apartment,Resale,1989,566540,4.76,8,169,3352.31,181 Sample Street,71521,Aalborg,Suburban,Nordjylland,4.69,0.84,1.25
2017-10-03,Q1,H100856,Villa,Resale,1966,856457,-1.81,2,128,6691.07,499 Sample Street,88315,Odense,Rural,Syddanmark,4.03,1.73,0.61
2017-09-25,Q1,H100857,Villa,Resale,1983,447674,-3.17,4,80,5595.92,320 Sample Street,41075,Odense,Urban,Midtjylland,1.4,3.43,1.15
2015-06-18,Q3,H100858,Townhouse,New Sale,1965,113610,5.52,3,180,631.17,83 Sample Street,40697,Aarhus,Rural,Hovedstaden,1.09,0.73,1.18
2018-02-06,Q3,H100859,Apartment,New Sale,2009,645131,-3.3,2,133,4850.61,303 Sample Street,64544,Aalborg,Rural,Syddanmark,3.54,3.8,2.98
2015-08-01,Q4,H100860,Villa,Resale,2015,681525,9.95,6,118,5775.64,262 Sample Street,19795,Aarhus,Suburban,Syddanmark,3.02,3.95,2.98
2019-07-23,Q3,H100861,Condo,Resale,2015,527177,-2.25,4,170,3101.04,784 Sample Street,74555,Odense,Urban,Midtjylland,4.05,0.81,0.43
2020-01-26,Q1,H100862,Condo,Resale,1962,755191,3.91,6,242,3120.62,200 Sample Street,62204,Odense,Urban,Syddanmark,3.82,1.52,2.21
2013-01-23,Q4,H100863,Condo,New Sale,2005,748787,1.17,2,262,2857.97,240 Sample Street,79754,Odense,Rural,Syddanmark,3.31,1.8,0.25
2014-05-24,Q3,H100864,Apartment,Resale,1980,537025,-3.1,4,212,2533.14,914 Sample Street,74860,Copenhagen,Rural,Syddanmark,4.94,3.22,0.19
2021-01-10,Q4,H100865,Villa,Resale,1983,704587,-4.58,6,280,2516.38,692 Sample Street,61529,Copenhagen,Suburban,Syddanmark,2.9,2.59,0.41
2010-08-24,Q3,H100866,Condo,New Sale,1988,481722,4.34,5,38,12676.89,944 Sample Street,21672,Copenhagen,Rural,Midtjylland,1.01,2.76,2.9
2015-05-24,Q3,H100867,Apartment,New Sale,2016,55668,7.1,3,108,515.44,683 Sample Street,64238,Aarhus,Suburban,Syddanmark,4.23,3.15,2.83
2022-02-16,Q2,H100868,Condo,Resale,1957,272542,7.63,8,81,3364.72,295 Sample Street,45950,Odense,Urban,Syddanmark,1.63,0.91,0.66
2015-03-24,Q3,H100869,Townhouse,Resale,2004,228267,2.24,7,298,766.0,512 Sample Street,21009,Aalborg,Suburban,Syddanmark,4.0,3.42,0.57
2011-01-11,Q4,H100870,Villa,Resale,1976,909665,6.66,3,255,3567.31,689 Sample Street,57096,Aarhus,Rural,Hovedstaden,4.81,2.97,0.8
2019-09-01,Q3,H100871,Villa,New Sale,2002,205489,5.09,6,80,2568.61,881 Sample Street,29544,Aarhus,Urban,Midtjylland,3.64,2.52,1.6
2017-03-20,Q2,H100872,Apartment,Resale,1988,394126,5.86,4,215,1833.14,396 Sample Street,65728,Aarhus,Suburban,Hovedstaden,3.18,3.61,1.75
2014-04-20,Q3,H100873,Apartment,Resale,2014,680421,2.39,5,63,10800.33,749 Sample Street,39381,Aalborg,Urban,Hovedstaden,2.57,2.95,0.74
2017-01-04,Q4,H100874,Villa,Resale,1966,847183,4.5,5,259,3270.98,138 Sample Street,35287,Odense,Suburban,Midtjylland,2.14,1.21,2.29
2019-04-15,Q2,H100875,Condo,New Sale,1979,358362,7.08,7,160,2239.76,839 Sample Street,74610,Copenhagen,Rural,Hovedstaden,2.09,2.0,1.0
2018-02-13,Q2,H100876,Condo,New Sale,2002,963081,0.97,5,149,6463.63,878 Sample Street,78122,Odense,Rural,Hovedstaden,3.36,2.23,2.77
2019-12-23,Q3,H100877,Townhouse,Resale,1962,843784,7.09,3,276,3057.19,823 Sample Street,78184,Odense,Urban,Hovedstaden,3.88,0.69,2.0
2020-07-17,Q4,H100878,Condo,Resale,1970,784412,3.88,5,221,3549.38,129 Sample Street,50081,Aarhus,Urban,Midtjylland,3.55,3.84,1.37
2012-05-22,Q3,H100879,Apartment,New Sale,1968,138835,-2.51,7,239,580.9,49 Sample Street,93637,Aarhus,Urban,Syddanmark,1.39,0.95,2.39
2013-06-06,Q3,H100880,Apartment,New Sale,2002,671781,-4.63,5,132,5089.25,676 Sample Street,55312,Aarhus,Suburban,Nordjylland,2.72,2.94,2.47
2013-08-07,Q1,H100881,Condo,New Sale,1968,865359,0.44,5,162,5341.72,789 Sample Street,97228,Copenhagen,Rural,Nordjylland,4.06,2.27,0.94
2023-03-14,Q3,H100882,Apartment,New Sale,2006,746454,3.2,9,168,4443.18,293 Sample Street,82943,Copenhagen,Urban,Midtjylland,2.64,0.59,1.09
2017-12-08,Q4,H100883,Villa,New Sale,1974,151948,7.6,3,150,1012.99,628 Sample Street,92790,Copenhagen,Urban,Nordjylland,2.91,3.74,2.81
2010-03-19,Q3,H100884,Villa,New Sale,1980,235194,-3.09,6,123,1912.15,536 Sample Street,90770,Odense,Urban,Midtjylland,3.97,3.48,0.58
2017-03-06,Q1,H100885,Condo,New Sale,2004,603781,7.0,1,158,3821.4,311 Sample Street,62726,Aarhus,Suburban,Midtjylland,3.48,2.33,0.22
2021-07-29,Q3,H100886,Villa,New Sale,1972,516755,7.95,5,120,4306.29,537 Sample Street,32211,Aalborg,Urban,Nordjylland,2.34,1.3,1.42
2011-08-24,Q2,H100887,Villa,New Sale,1981,343851,-2.74,8,121,2841.74,903 Sample Street,39480,Odense,Urban,Hovedstaden,4.53,0.93,2.42
2012-12-01,Q4,H100888,Townhouse,Resale,2011,774174,7.77,5,92,8414.93,639 Sample Street,57780,Copenhagen,Suburban,Syddanmark,1.23,1.77,2.34
2015-11-07,Q2,H100889,Townhouse,Resale,1959,188368,9.87,9,58,3247.72,234 Sample Street,67138,Aalborg,Suburban,Nordjylland,4.98,1.39,2.77
2016-09-15,Q2,H100890,Villa,Resale,2021,206470,5.9,6,239,863.89,209 Sample Street,52503,Aalborg,Urban,Nordjylland,1.03,2.27,1.65
2016-06-01,Q2,H100891,Condo,New Sale,2003,347986,6.77,8,41,8487.46,605 Sample Street,67893,Aarhus,Urban,Nordjylland,0.57,3.88,0.39
2015-02-07,Q3,H100892,Townhouse,Resale,2001,63261,9.92,8,159,397.87,94 Sample Street,56193,Aalborg,Suburban,Nordjylland,4.51,2.51,1.81
2013-08-11,Q3,H100893,Apartment,New Sale,1969,126709,4.08,3,202,627.27,327 Sample Street,71358,Copenhagen,Rural,Midtjylland,1.6,3.61,2.36
2022-11-25,Q1,H100894,Apartment,New Sale,1981,670273,-0.38,7,237,2828.16,225 Sample Street,90857,Aarhus,Suburban,Midtjylland,3.78,2.78,0.37
2019-11-07,Q1,H100895,Apartment,Resale,1963,418760,7.56,7,53,7901.13,967 Sample Street,88182,Aalborg,Rural,Syddanmark,4.15,2.16,0.6
2020-04-20,Q2,H100896,Condo,New Sale,1999,903605,4.22,6,128,7059.41,890 Sample Street,32117,Aarhus,Urban,Syddanmark,4.37,3.49,0.14
2022-10-15,Q3,H100897,Villa,Resale,1977,343925,3.72,7,168,2047.17,792 Sample Street,69056,Aalborg,Urban,Nordjylland,4.96,2.15,1.82
2015-12-31,Q4,H100898,Apartment,Resale,2002,325796,-1.2,2,203,1604.91,11 Sample Street,68706,Odense,Rural,Nordjylland,1.82,3.54,2.67
2012-09-19,Q4,H100899,Condo,Resale,1973,317247,6.35,9,58,5469.78,329 Sample Street,80429,Odense,Suburban,Nordjylland,3.7,1.52,2.04
2017-06-05,Q1,H100900,Townhouse,New Sale,1971,337644,-3.77,1,172,1963.05,12 Sample Street,19476,Copenhagen,Urban,Syddanmark,1.02,0.95,2.95
2016-01-02,Q2,H100901,Villa,Resale,1979,820692,8.86,1,71,11559.04,35 Sample Street,92806,Odense,Rural,Nordjylland,2.33,3.49,0.28
2013-06-02,Q2,H100902,Townhouse,New Sale,2012,674624,-0.11,3,237,2846.51,447 Sample Street,65006,Odense,Suburban,Hovedstaden,4.32,2.56,2.72
2018-05-13,Q3,H100903,Condo,Resale,1953,478745,-3.08,3,221,2166.27,452 Sample Street,97238,Odense,Rural,Syddanmark,2.15,3.61,2.46
2022-08-04,Q2,H100904,Apartment,Resale,2008,687787,1.64,1,189,3639.08,740 Sample Street,79918,Aalborg,Suburban,Hovedstaden,3.16,3.78,1.01
2021-01-16,Q4,H100905,Apartment,Resale,1957,723812,-4.36,7,93,7782.92,220 Sample Street,73155,Aalborg,Suburban,Nordjylland,2.77,0.69,2.92
2015-06-21,Q2,H100906,Condo,New Sale,1961,885825,5.27,4,272,3256.71,441 Sample Street,77321,Aarhus,Suburban,Midtjylland,3.41,2.25,0.94
2023-06-18,Q1,H100907,Apartment,New Sale,1980,474390,8.54,2,287,1652.93,653 Sample Street,55798,Aalborg,Suburban,Hovedstaden,4.88,1.81,2.68
2020-02-05,Q3,H100908,Villa,New Sale,1983,507666,7.56,5,181,2804.78,535 Sample Street,87271,Odense,Rural,Syddanmark,0.75,2.69,2.65
2015-11-22,Q2,H100909,Condo,Resale,1998,740796,-3.09,6,244,3036.05,595 Sample Street,40177,Aalborg,Rural,Hovedstaden,3.08,3.28,2.3
2021-01-01,Q2,H100910,Townhouse,Resale,2006,359550,-3.11,9,195,1843.85,229 Sample Street,92215,Copenhagen,Rural,Syddanmark,4.38,1.48,1.73
2018-07-08,Q1,H100911,Condo,New Sale,1975,375203,7.2,4,60,6253.38,935 Sample Street,53013,Aarhus,Rural,Nordjylland,2.67,2.45,0.45
2015-05-25,Q2,H100912,Villa,New Sale,1967,721314,8.86,2,261,2763.66,344 Sample Street,92600,Aarhus,Rural,Hovedstaden,0.85,2.98,1.64
2010-07-17,Q3,H100913,Villa,New Sale,1987,394866,1.91,5,58,6808.03,80 Sample Street,63450,Aalborg,Suburban,Midtjylland,3.02,0.97,1.13
2017-03-11,Q1,H100914,Condo,New Sale,1999,825107,2.48,3,224,3683.51,353 Sample Street,57928,Odense,Urban,Hovedstaden,1.99,3.35,2.4
2013-04-17,Q1,H100915,Condo,New Sale,1957,586644,-0.23,2,285,2058.4,396 Sample Street,55382,Aarhus,Urban,Midtjylland,1.2,2.62,2.3
2015-07-29,Q4,H100916,Apartment,New Sale,1990,702416,8.41,1,116,6055.31,290 Sample Street,95038,Copenhagen,Rural,Syddanmark,4.32,3.82,2.74
2011-04-23,Q1,H100917,Villa,Resale,1955,52187,4.67,2,178,293.19,455 Sample Street,10760,Copenhagen,Rural,Nordjylland,2.85,1.69,0.14
2013-06-08,Q2,H100918,Condo,New Sale,2018,913675,-0.68,6,278,3286.6,843 Sample Street,34142,Aarhus,Urban,Nordjylland,4.7,0.88,2.45
2012-07-11,Q4,H100919,Condo,Resale,1993,871530,-0.52,8,227,3839.34,671 Sample Street,27290,Odense,Suburban,Midtjylland,4.13,2.27,2.82
2011-02-24,Q2,H100920,Villa,Resale,2013,535687,8.37,3,73,7338.18,989 Sample Street,81035,Odense,Rural,Syddanmark,3.62,0.8,2.39
2016-01-14,Q4,H100921,Condo,New Sale,1978,726585,-4.8,9,57,12747.11,128 Sample Street,10364,Aalborg,Suburban,Nordjylland,0.52,3.89,0.48
2017-02-10,Q4,H100922,Apartment,New Sale,1977,708966,-0.16,9,46,15412.3,702 Sample Street,66921,Aalborg,Urban,Syddanmark,2.43,0.64,0.34
2013-01-25,Q3,H100923,Villa,Resale,1960,894052,3.32,2,156,5731.1,909 Sample Street,29797,Aarhus,Urban,Midtjylland,1.39,3.14,0.16
2018-05-27,Q1,H100924,Apartment,New Sale,2014,476044,-2.78,8,197,2416.47,543 Sample Street,42535,Aalborg,Rural,Midtjylland,4.6,2.34,1.92
2012-08-08,Q1,H100925,Apartment,New Sale,1968,176270,-3.62,5,273,645.68,898 Sample Street,56300,Aalborg,Suburban,Hovedstaden,1.29,1.79,1.93
2016-05-25,Q4,H100926,Apartment,Resale,1958,993993,7.23,4,105,9466.6,359 Sample Street,57176,Aalborg,Rural,Nordjylland,1.79,0.73,2.96
2016-02-22,Q4,H100927,Apartment,Resale,1976,850819,8.42,5,260,3272.38,527 Sample Street,26105,Copenhagen,Urban,Nordjylland,2.83,2.68,1.25
2017-03-30,Q2,H100928,Villa,Resale,1983,381607,7.35,4,233,1637.8,313 Sample Street,17939,Aalborg,Suburban,Hovedstaden,1.69,2.55,1.06
2015-02-01,Q1,H100929,Apartment,New Sale,1993,817286,8.48,8,277,2950.49,75 Sample Street,89472,Aarhus,Rural,Midtjylland,1.44,1.48,1.91
2022-08-18,Q2,H100930,Apartment,Resale,2017,970095,3.3,4,243,3992.16,546 Sample Street,52029,Odense,Rural,Midtjylland,3.2,3.69,2.49
2015-02-09,Q2,H100931,Condo,New Sale,1964,815791,7.18,6,244,3343.41,871 Sample Street,25863,Aalborg,Rural,Midtjylland,0.9,1.56,2.82
2017-12-22,Q1,H100932,Villa,Resale,2000,403827,0.76,2,187,2159.5,196 Sample Street,88097,Odense,Urban,Midtjylland,0.76,2.07,2.43
2017-10-24,Q4,H100933,Villa,Resale,1962,636349,4.99,5,98,6493.36,843 Sample Street,20447,Aalborg,Rural,Syddanmark,2.18,2.4,1.34
2023-06-12,Q2,H100934,Townhouse,Resale,1998,809785,9.83,6,114,7103.38,29 Sample Street,56940,Aarhus,Suburban,Nordjylland,3.74,0.85,1.94
2018-11-03,Q2,H100935,Villa,New Sale,2019,131257,-1.61,5,296,443.44,706 Sample Street,87947,Copenhagen,Rural,Nordjylland,3.0,3.76,2.58
2020-03-08,Q2,H100936,Villa,New Sale,2005,111753,0.85,2,98,1140.34,16 Sample Street,95001,Aarhus,Urban,Midtjylland,2.4,1.81,1.52
2018-11-03,Q1,H100937,Townhouse,Resale,2000,921206,2.2,7,128,7196.92,423 Sample Street,29642,Copenhagen,Rural,Midtjylland,3.05,0.78,0.73
2016-06-29,Q4,H100938,Villa,Resale,1986,454303,-2.93,4,245,1854.3,589 Sample Street,77643,Aalborg,Urban,Midtjylland,2.14,1.86,0.59
2017-12-01,Q4,H100939,Villa,Resale,1966,474032,-3.78,8,190,2494.91,805 Sample Street,17928,Aalborg,Urban,Nordjylland,4.71,2.6,0.1
2020-04-14,Q3,H100940,Villa,New Sale,2007,73408,7.45,7,123,596.81,593 Sample Street,58002,Copenhagen,Suburban,Nordjylland,0.75,2.3,2.18
2021-07-27,Q1,H100941,Villa,Resale,1978,174116,9.65,7,203,857.71,405 Sample Street,94853,Aarhus,Suburban,Midtjylland,3.53,2.93,0.42
2010-04-05,Q2,H100942,Townhouse,New Sale,1982,705496,1.07,9,194,3636.58,940 Sample Street,35017,Aarhus,Rural,Syddanmark,4.51,0.69,0.81
2017-04-28,Q2,H100943,Villa,Resale,2009,67413,-3.69,1,144,468.15,636 Sample Street,89064,Copenhagen,Urban,Hovedstaden,4.12,1.5,0.96
2015-05-10,Q3,H100944,Villa,Resale,2004,687938,-4.01,6,249,2762.8,531 Sample Street,23313,Aalborg,Urban,Hovedstaden,1.33,3.37,1.73
2012-03-04,Q1,H100945,Townhouse,Resale,1959,109500,8.37,6,60,1825.0,967 Sample Street,11559,Copenhagen,Suburban,Hovedstaden,1.83,0.78,1.25
2015-01-09,Q2,H100946,Condo,Resale,1996,920946,1.96,6,40,23023.65,614 Sample Street,60893,Aalborg,Suburban,Nordjylland,3.73,3.49,2.06
2015-10-18,Q2,H100947,Apartment,Resale,1972,106358,-0.2,6,159,668.92,904 Sample Street,25167,Copenhagen,Rural,Nordjylland,0.88,0.82,0.26
2021-03-30,Q3,H100948,Condo,Resale,1970,116197,2.15,7,134,867.14,77 Sample Street,90879,Aalborg,Urban,Hovedstaden,4.15,3.42,0.46
2019-02-08,Q2,H100949,Townhouse,New Sale,1962,543992,-0.23,6,56,9714.14,229 Sample Street,48598,Copenhagen,Suburban,Hovedstaden,3.74,1.76,1.55
2017-12-29,Q4,H100950,Apartment,Resale,1982,798149,2.34,1,256,3117.77,962 Sample Street,17523,Odense,Rural,Syddanmark,3.78,2.64,1.08
2017-02-10,Q3,H100951,Townhouse,New Sale,1973,273492,7.89,3,31,8822.32,297 Sample Street,59777,Aalborg,Urban,Nordjylland,0.95,1.04,0.96
2018-10-11,Q2,H100952,Townhouse,Resale,1960,835833,3.88,2,130,6429.48,510 Sample Street,38439,Aarhus,Urban,Nordjylland,3.73,0.73,0.29
2023-03-01,Q4,H100953,Villa,Resale,1966,476070,5.42,6,50,9521.4,715 Sample Street,91060,Copenhagen,Suburban,Hovedstaden,3.56,1.26,2.7
2012-03-25,Q1,H100954,Apartment,New Sale,2017,126240,0.47,8,87,1451.03,984 Sample Street,23285,Aarhus,Rural,Syddanmark,4.24,0.95,2.11
2010-12-12,Q1,H100955,Villa,Resale,1996,285595,6.08,3,209,1366.48,966 Sample Street,20973,Copenhagen,Suburban,Syddanmark,0.69,1.59,0.45
2016-06-07,Q1,H100956,Apartment,New Sale,1974,572710,5.0,8,49,11687.96,573 Sample Street,32694,Aarhus,Rural,Hovedstaden,0.6,2.3,0.29
2010-12-29,Q2,H100957,Townhouse,New Sale,2022,795423,-3.21,8,284,2800.79,538 Sample Street,45774,Aarhus,Urban,Hovedstaden,2.18,2.56,2.93
2016-09-09,Q3,H100958,Townhouse,Resale,1970,328466,3.59,5,67,4902.48,583 Sample Street,14302,Copenhagen,Rural,Nordjylland,1.17,3.26,2.08
2016-03-15,Q3,H100959,Condo,New Sale,1961,949485,-1.15,8,177,5364.32,615 Sample Street,32391,Copenhagen,Rural,Hovedstaden,3.01,2.8,1.31
2015-12-29,Q3,H100960,Apartment,New Sale,1986,56968,7.06,6,54,1054.96,979 Sample Street,14611,Aarhus,Rural,Midtjylland,4.63,2.63,2.14
2018-03-25,Q2,H100961,Villa,Resale,1991,339662,1.39,5,150,2264.41,326 Sample Street,19372,Aarhus,Rural,Syddanmark,2.26,1.94,2.29
2018-12-26,Q3,H100962,Condo,New Sale,1966,888357,9.92,9,55,16151.95,363 Sample Street,34312,Aarhus,Rural,Hovedstaden,4.3,2.16,2.36
2012-09-11,Q3,H100963,Condo,Resale,1997,240920,-3.61,7,198,1216.77,669 Sample Street,24080,Aalborg,Suburban,Midtjylland,0.5,1.95,1.49
2014-06-28,Q3,H100964,Condo,Resale,1977,948332,6.71,8,254,3733.59,875 Sample Street,90618,Aalborg,Rural,Syddanmark,1.26,3.45,1.35
2012-04-07,Q2,H100965,Villa,Resale,1990,929854,5.11,1,30,30995.13,359 Sample Street,30874,Odense,Rural,Midtjylland,0.64,1.31,0.13
2017-06-23,Q3,H100966,Condo,Resale,1996,313844,6.51,2,290,1082.22,706 Sample Street,72537,Aalborg,Urban,Midtjylland,1.98,0.52,2.79
2019-09-02,Q1,H100967,Villa,New Sale,1967,930214,-0.39,8,42,22147.95,787 Sample Street,83914,Aalborg,Rural,Hovedstaden,4.59,2.78,1.85
2022-03-10,Q4,H100968,Condo,Resale,2020,282076,2.38,9,77,3663.32,324 Sample Street,11597,Copenhagen,Urban,Syddanmark,0.94,1.21,0.69
2018-01-14,Q2,H100969,Villa,Resale,1962,73199,6.95,4,123,595.11,698 Sample Street,21600,Odense,Suburban,Midtjylland,3.23,3.62,2.77
2020-08-12,Q3,H100970,Townhouse,New Sale,1962,487805,-1.51,9,290,1682.09,326 Sample Street,13747,Odense,Suburban,Nordjylland,2.53,3.51,2.75
2010-05-07,Q2,H100971,Townhouse,Resale,1980,213187,-1.61,4,234,911.06,625 Sample Street,89415,Aalborg,Rural,Syddanmark,4.72,0.77,2.97
2018-09-13,Q2,H100972,Townhouse,Resale,1951,505150,3.27,9,214,2360.51,825 Sample Street,88553,Copenhagen,Suburban,Nordjylland,1.05,0.87,2.63
2018-05-15,Q1,H100973,Townhouse,New Sale,1965,559551,2.85,7,204,2742.9,165 Sample Street,34815,Copenhagen,Rural,Hovedstaden,1.45,2.23,2.99
2011-08-27,Q3,H100974,Townhouse,New Sale,1958,563942,-0.77,2,98,5754.51,573 Sample Street,94500,Odense,Suburban,Nordjylland,0.63,2.63,0.81
2019-06-12,Q4,H100975,Condo,New Sale,2022,759676,-0.53,9,133,5711.85,604 Sample Street,34714,Copenhagen,Rural,Syddanmark,2.45,1.46,2.54
2021-05-09,Q3,H100976,Condo,New Sale,1987,55520,-0.83,4,275,201.89,798 Sample Street,28890,Aarhus,Rural,Midtjylland,1.75,3.01,2.49
2019-09-04,Q3,H100977,Condo,New Sale,2003,684102,6.57,8,190,3600.54,455 Sample Street,71509,Aalborg,Urban,Midtjylland,4.41,2.58,0.77
2019-03-22,Q3,H100978,Villa,New Sale,2005,217527,4.78,7,229,949.9,969 Sample Street,71824,Aarhus,Urban,Syddanmark,3.22,1.64,0.39
2019-03-23,Q2,H100979,Villa,New Sale,1994,820644,7.49,7,245,3349.57,153 Sample Street,14725,Odense,Urban,Midtjylland,3.26,0.59,2.94
2020-05-25,Q1,H100980,Villa,Resale,1983,697652,9.63,8,241,2894.82,737 Sample Street,53205,Odense,Urban,Nordjylland,2.89,3.13,0.96
2014-11-28,Q1,H100981,Villa,New Sale,1958,589243,2.11,1,45,13094.29,127 Sample Street,30684,Copenhagen,Rural,Midtjylland,0.91,1.25,2.63
2017-11-01,Q2,H100982,Townhouse,New Sale,1957,225121,-4.0,5,234,962.06,193 Sample Street,67911,Copenhagen,Suburban,Midtjylland,2.5,3.42,0.11
2019-07-09,Q1,H100983,Townhouse,New Sale,1956,719277,-4.28,2,68,10577.6,627 Sample Street,23092,Odense,Rural,Nordjylland,5.0,1.97,0.16
2019-05-11,Q2,H100984,Townhouse,Resale,1985,521797,-0.57,2,118,4422.01,774 Sample Street,49770,Odense,Urban,Nordjylland,4.26,2.52,1.45
2014-07-04,Q1,H100985,Apartment,Resale,1967,300144,8.99,1,285,1053.14,530 Sample Street,35457,Aarhus,Urban,Nordjylland,4.52,3.56,0.79
2013-04-20,Q3,H100986,Condo,New Sale,1952,114925,2.85,5,283,406.1,10 Sample Street,81667,Aarhus,Suburban,Hovedstaden,4.2,3.52,2.1
2018-04-19,Q1,H100987,Villa,New Sale,1977,419360,-0.92,2,245,1711.67,92 Sample Street,72894,Copenhagen,Urban,Nordjylland,0.96,1.8,1.74
2017-11-12,Q1,H100988,Villa,New Sale,2019,644557,0.99,4,201,3206.75,139 Sample Street,71305,Aarhus,Rural,Nordjylland,1.52,1.23,0.32
2018-05-31,Q3,H100989,Townhouse,Resale,1993,998458,3.98,3,166,6014.81,481 Sample Street,22612,Copenhagen,Rural,Hovedstaden,0.51,3.21,0.57
